seed,qpu_sampling_time,qpu_anneal_time_per_sample,qpu_readout_time_per_sample,qpu_access_time,qpu_access_overhead_time,qpu_programming_time,qpu_delay_time_per_sample,post_processing_overhead_time,total_post_processing_time,problem_formulation_time,connection_time,embedding_time,response_time,sample_fetch_time,n,sparsity
111,346000.0,20.0,132.42,361763.96,3120.04,15763.96,20.58,1.0,1.0,0.040578365325927734,2.1115128993988037,0.04310321807861328,2.2477850914001465,0.0009746551513671875,40,0.0
111,258280.0,20.0,88.56,274043.16,3161.84,15763.16,20.58,21.0,21.0,0.04237771034240723,1.8879814147949219,0.04033374786376953,3.6639485359191895,0.0010073184967041016,41,0.0
111,223080.0,20.0,70.96,239008.36,1746.64,15928.36,20.58,78.0,78.0,0.04671955108642578,1.900270700454712,0.042999267578125,4.297294855117798,0.0010001659393310547,42,0.0
111,359160.0,20.0,139.0,374923.16,4305.84,15763.16,20.58,11.0,11.0,0.049091339111328125,1.9797577857971191,0.042929887771606445,6.652561902999878,0.0010027885437011719,43,0.0
111,235640.0,20.0,77.24,251568.76,1905.24,15928.76,20.58,103.0,103.0,0.053510189056396484,1.9604442119598389,0.04364132881164551,10.026390552520752,0.0010020732879638672,44,0.0
111,248600.0,20.0,83.72,264529.56,2454.44,15929.56,20.58,236.0,236.0,0.06509113311767578,3.332444190979004,0.05200338363647461,8.321683168411255,0.0,45,0.0
111,374480.0,20.0,146.66,390241.96,4591.04,15761.96,20.58,1.0,1.0,0.061158180236816406,2.182668685913086,0.05384469032287598,19.674490690231323,0.001003265380859375,46,0.0
111,194280.0,20.0,56.56,210039.56,4319.44,15759.56,20.58,1.0,1.0,0.0700070858001709,2.1642544269561768,0.04983162879943848,5.150567531585693,0.0010027885437011719,47,0.0
111,322720.0,20.0,120.78,338650.36,1584.64,15930.36,20.58,18.0,18.0,0.07110047340393066,2.143770694732666,0.05073070526123047,12.241276979446411,0.0009963512420654297,48,0.0
111,326400.0,20.0,122.62,342327.56,2121.44,15927.56,20.58,19.0,19.0,0.07997965812683105,1.9898533821105957,0.05199432373046875,5.127474308013916,0.0010023117065429688,49,0.0
111,164320.0,20.0,41.58,180078.76,861.24,15758.76,20.58,31.0,31.0,0.0029985904693603516,2.0590436458587646,0.06401610374450684,0.0355830192565918,0.0007925033569335938,2,0.5
111,133320.0,20.0,26.08,149249.16,565.84,15929.16,20.58,1.0,1.0,0.0033898353576660156,1.9979205131530762,0.052234649658203125,0.031160831451416016,0.001007080078125,3,0.5
111,209680.0,20.0,64.26,225438.76,1392.24,15758.76,20.58,49.0,49.0,0.0019598007202148438,2.037250518798828,0.05999469757080078,0.038765907287597656,0.0009951591491699219,4,0.5
111,174880.0,20.0,46.86,190809.56,608.44,15929.56,20.58,34.0,34.0,0.0030143260955810547,1.9922139644622803,0.05268526077270508,0.04391169548034668,0.0010035037994384766,5,0.5
111,222040.0,20.0,70.44,237798.76,924.24,15758.76,20.58,1.0,1.0,0.0030951499938964844,3.3357503414154053,0.051357269287109375,0.04751896858215332,0.0010004043579101562,6,0.5
111,149080.0,20.0,33.96,165009.16,519.84,15929.16,20.58,1.0,1.0,0.0019974708557128906,2.005967617034912,0.049798011779785156,0.05300617218017578,0.0009911060333251953,7,0.5
111,176840.0,20.0,47.84,192598.36,1435.64,15758.36,20.58,1.0,1.0,0.002999544143676758,1.931861162185669,0.05084514617919922,0.06304144859313965,0.0009996891021728516,8,0.5
111,245080.0,20.0,81.96,261009.16,439.84,15929.16,20.58,1.0,1.0,0.004517793655395508,2.1470799446105957,0.052117347717285156,0.09332752227783203,0.0010082721710205078,9,0.5
111,207440.0,20.0,63.14,223198.76,1101.24,15758.76,20.58,13.0,13.0,0.0030062198638916016,1.9486382007598877,0.05209493637084961,0.10197997093200684,0.003030061721801758,10,0.5
111,178560.0,20.0,48.7,194488.76,1120.24,15928.76,20.58,51.0,51.0,0.010172367095947266,2.3051345348358154,0.11765265464782715,0.3212103843688965,0.0030210018157958984,11,0.5
111,192160.0,20.0,55.5,208089.16,684.84,15929.16,20.58,1.0,1.0,0.018906354904174805,2.3696446418762207,0.12065410614013672,0.32146525382995605,0.0030193328857421875,12,0.5
111,202760.0,20.0,60.8,218518.36,1258.64,15758.36,20.58,1.0,1.0,0.018540382385253906,2.3673222064971924,0.12147116661071777,0.4585866928100586,0.001999378204345703,13,0.5
111,195360.0,20.0,57.1,211289.16,970.84,15929.16,20.58,1.0,1.0,0.022000789642333984,2.2987372875213623,0.1370537281036377,0.4716658592224121,0.002980470657348633,14,0.5
111,235800.0,20.0,77.32,251558.76,1363.24,15758.76,20.58,20.0,20.0,0.021021127700805664,2.205120086669922,0.12907981872558594,0.7032592296600342,0.0028641223907470703,15,0.5
111,180200.0,20.0,49.52,196130.36,1008.64,15930.36,20.58,36.0,36.0,0.023130178451538086,2.2722959518432617,0.1373920440673828,0.6692206859588623,0.002753019332885742,16,0.5
111,201880.0,20.0,60.36,217809.16,641.84,15929.16,20.58,11.0,11.0,0.018488168716430664,2.3526687622070312,0.12105488777160645,0.8565859794616699,0.001989603042602539,17,0.5
111,202480.0,20.0,60.66,218238.76,1874.24,15758.76,20.58,46.0,46.0,0.02937459945678711,2.3651652336120605,0.12331008911132812,0.8320391178131104,0.0027539730072021484,18,0.5
111,195920.0,20.0,57.38,211848.76,1308.24,15928.76,20.58,1.0,1.0,0.03068399429321289,2.4634783267974854,0.12313365936279297,1.289654016494751,0.0010030269622802734,19,0.5
111,195840.0,20.0,57.34,211768.76,1232.24,15928.76,20.58,1.0,1.0,0.02177572250366211,2.2572195529937744,0.12500214576721191,1.4563357830047607,0.003002166748046875,20,0.5
111,298640.0,20.0,108.74,314399.56,2094.44,15759.56,20.58,1.0,1.0,0.027500391006469727,2.354138135910034,0.13513565063476562,2.0661509037017822,0.0010652542114257812,21,0.5
111,209920.0,20.0,64.38,225849.56,1224.44,15929.56,20.58,23.0,23.0,0.02758169174194336,2.3412883281707764,0.12984108924865723,1.7973289489746094,0.002031087875366211,22,0.5
111,214040.0,20.0,66.44,229968.76,1312.24,15928.76,20.58,35.0,35.0,0.028580904006958008,2.2072319984436035,0.12491631507873535,2.449464797973633,0.0030007362365722656,23,0.5
111,211920.0,20.0,65.38,227849.16,1156.84,15929.16,20.58,35.0,35.0,0.031517982482910156,4.99393105506897,0.13569855690002441,2.6306827068328857,0.002735137939453125,24,0.5
111,305800.0,20.0,112.32,321559.16,2058.84,15759.16,20.58,1.0,1.0,0.03234291076660156,2.43023419380188,0.1428070068359375,5.21767783164978,0.0021042823791503906,25,0.5
111,211000.0,20.0,64.92,226928.76,1442.24,15928.76,20.58,19.0,19.0,0.035588741302490234,2.4171361923217773,0.13121271133422852,3.5452277660369873,0.002643108367919922,26,0.5
111,232080.0,20.0,75.46,247838.76,1767.24,15758.76,20.58,1.0,1.0,0.03981804847717285,2.4081897735595703,0.1277024745941162,5.3285956382751465,0.0010704994201660156,27,0.5
111,207000.0,20.0,62.92,222929.16,1663.84,15929.16,20.58,1.0,1.0,0.04035615921020508,2.369969129562378,0.1290140151977539,5.7582080364227295,0.0020072460174560547,28,0.5
111,213440.0,20.0,66.14,229370.76,1311.24,15930.76,20.58,1.0,1.0,0.040888309478759766,2.2299089431762695,0.13144826889038086,6.216681241989136,0.0020058155059814453,29,0.5
111,312200.0,20.0,115.52,327959.16,2129.84,15759.16,20.58,1.0,1.0,0.04538583755493164,2.3275368213653564,0.13479161262512207,4.968179225921631,0.0019965171813964844,30,0.5
111,223200.0,20.0,71.02,239126.36,1446.64,15926.36,20.58,1.0,1.0,0.046678781509399414,7.46967339515686,0.13302898406982422,5.644190073013306,0.0018932819366455078,31,0.5
111,313680.0,20.0,116.26,329438.36,3590.64,15758.36,20.58,1.0,1.0,0.04947257041931152,2.6915688514709473,0.1330869197845459,7.594833612442017,0.0029773712158203125,32,0.5
111,226960.0,20.0,72.9,242884.76,1652.24,15924.76,20.58,1.0,1.0,0.05303621292114258,2.395875930786133,0.1301562786102295,4.343768358230591,0.000997304916381836,33,0.5
111,194000.0,20.0,56.42,209760.36,2491.64,15760.36,20.58,1.0,1.0,0.05493760108947754,2.2328624725341797,0.13936424255371094,13.371658325195312,0.0021419525146484375,34,0.5
111,224120.0,20.0,71.48,240045.96,1502.04,15925.96,20.58,27.0,27.0,0.05813860893249512,2.2642123699188232,0.1291954517364502,6.591791152954102,0.002142667770385742,35,0.5
111,227720.0,20.0,73.28,243645.56,1538.44,15925.56,20.58,1.0,1.0,0.062116146087646484,2.287013053894043,0.12969398498535156,9.340902328491211,0.002003192901611328,36,0.5
111,229280.0,20.0,74.06,245204.76,1755.24,15924.76,20.58,21.0,21.0,0.065887451171875,2.4266767501831055,0.13236188888549805,4.812299728393555,0.0025005340576171875,37,0.5
111,336080.0,20.0,127.46,351840.36,3193.64,15760.36,20.58,1.0,1.0,0.06719350814819336,2.2775418758392334,0.1321265697479248,9.212897539138794,0.0020051002502441406,38,0.5
111,229360.0,20.0,74.1,245284.36,1553.64,15924.36,20.58,1.0,1.0,0.07651138305664062,2.249741315841675,0.1318967342376709,7.815142869949341,0.0019884109497070312,39,0.5
111,257560.0,20.0,88.2,273319.16,3520.84,15759.16,20.58,1.0,1.0,0.07520008087158203,2.402730941772461,0.13512754440307617,19.80881118774414,0.0015823841094970703,40,0.5
111,191840.0,20.0,55.34,207765.56,1662.44,15925.56,20.58,1.0,1.0,0.07917046546936035,2.659475564956665,0.13498663902282715,17.586118698120117,0.002000570297241211,41,0.5
111,252880.0,20.0,85.86,268639.56,2803.44,15759.56,20.58,1.0,1.0,0.09475469589233398,2.3049612045288086,0.13649702072143555,19.84268307685852,0.0011665821075439453,42,0.5
111,238400.0,20.0,78.62,254323.16,1769.84,15923.16,20.58,27.0,27.0,0.08388853073120117,2.4751408100128174,0.13524413108825684,9.460088014602661,0.0025501251220703125,43,0.5
111,249280.0,20.0,84.06,265040.36,3326.64,15760.36,20.58,1.0,1.0,0.08977937698364258,2.4657039642333984,0.13407421112060547,23.18348479270935,0.0008206367492675781,44,0.5
111,210120.0,20.0,64.48,226045.56,1925.44,15925.56,20.58,11.0,11.0,0.09258103370666504,2.2859272956848145,0.14815163612365723,17.316335678100586,0.001978158950805664,45,0.5
111,401040.0,20.0,159.94,416798.76,5304.24,15758.76,20.58,22.0,22.0,0.09504818916320801,2.4728050231933594,0.1376206874847412,16.851734399795532,0.002087116241455078,46,0.5
111,242600.0,20.0,80.72,258524.76,2257.24,15924.76,20.58,1038.0,1038.0,0.09888362884521484,2.3226511478424072,0.14110255241394043,23.690680027008057,0.0024144649505615234,47,0.5
111,347720.0,20.0,133.28,363480.36,4150.64,15760.36,20.58,1.0,1.0,0.10443854331970215,2.515246868133545,0.16451811790466309,11.795641660690308,0.0019996166229248047,48,0.5
111,297200.0,20.0,108.02,313126.76,1682.24,15926.76,20.58,1.0,1.0,0.10851716995239258,2.4288418292999268,0.16649746894836426,16.613914012908936,0.0,49,0.5
111,123960.0,20.0,21.4,139885.16,364.84,15925.16,20.58,10.0,10.0,0.0030012130737304688,2.194542169570923,0.07005476951599121,0.03009939193725586,0.0009992122650146484,2,1.0
111,171320.0,20.0,45.08,187078.76,990.24,15758.76,20.58,1.0,1.0,0.0009970664978027344,2.3086025714874268,0.06383585929870605,0.03702497482299805,0.001001596450805664,3,1.0
111,176600.0,20.0,47.72,192525.16,450.84,15925.16,20.58,1.0,1.0,0.0019989013671875,2.0333478450775146,0.07024908065795898,0.03600311279296875,0.0010006427764892578,4,1.0
111,172920.0,20.0,45.88,188678.76,954.24,15758.76,20.58,17.0,17.0,0.0030295848846435547,2.0428545475006104,0.06108522415161133,0.03583550453186035,0.001001119613647461,5,1.0
111,174840.0,20.0,46.84,190765.16,481.84,15925.16,20.58,23.0,23.0,0.002100229263305664,2.0614423751831055,0.06248760223388672,0.0359952449798584,0.0009109973907470703,6,1.0
111,219200.0,20.0,69.02,234958.76,2023.24,15758.76,20.58,1.0,1.0,0.001949310302734375,2.5939083099365234,0.07388782501220703,0.0469508171081543,0.0,7,1.0
111,167880.0,20.0,43.36,183805.16,515.84,15925.16,20.58,1.0,1.0,0.0019905567169189453,4.558375120162964,0.06904220581054688,0.04747581481933594,0.0010008811950683594,8,1.0
111,175200.0,20.0,47.02,191125.16,673.84,15925.16,20.58,26.0,26.0,0.001998424530029297,2.8028664588928223,0.06382513046264648,0.04761767387390137,0.0010008811950683594,9,1.0
111,218760.0,20.0,68.8,234518.76,1631.24,15758.76,20.58,1.0,1.0,0.0020046234130859375,2.0784311294555664,0.07500219345092773,0.05400371551513672,0.0010106563568115234,10,1.0
111,184960.0,20.0,51.9,200885.16,469.84,15925.16,20.58,1.0,1.0,0.0029985904693603516,2.0368881225585938,0.07111072540283203,0.052733421325683594,0.0009980201721191406,11,1.0
111,257600.0,20.0,88.22,273358.76,1346.24,15758.76,20.58,1.0,1.0,0.0020546913146972656,2.021024465560913,0.07194066047668457,0.05836296081542969,0.0015039443969726562,12,1.0
111,180400.0,20.0,49.62,196325.16,557.84,15925.16,20.58,1.0,1.0,0.00299835205078125,2.0323379039764404,0.07684469223022461,0.0696108341217041,0.0009996891021728516,13,1.0
111,190160.0,20.0,54.5,205918.76,1287.24,15758.76,20.58,5.0,5.0,0.001989126205444336,2.138206958770752,0.07738304138183594,0.05341339111328125,0.000997304916381836,14,1.0
111,174080.0,20.0,46.46,190005.16,980.84,15925.16,20.58,57.0,57.0,0.002016782760620117,2.0390541553497314,0.07351374626159668,0.05851626396179199,0.0009725093841552734,15,1.0
111,199720.0,20.0,59.28,215478.76,1481.24,15758.76,20.58,45.0,45.0,0.002870321273803711,2.1942355632781982,0.0840446949005127,0.05942821502685547,0.0010001659393310547,16,1.0
111,221720.0,20.0,70.28,237478.76,1250.24,15758.76,20.58,1.0,1.0,0.0020017623901367188,2.0649492740631104,0.08153748512268066,0.06300210952758789,0.0011086463928222656,17,1.0
111,188360.0,20.0,53.6,204285.16,648.84,15925.16,20.58,1.0,1.0,0.002998828887939453,2.0200815200805664,0.08254694938659668,0.0689554214477539,0.0009996891021728516,18,1.0
111,171680.0,20.0,45.26,187605.56,2113.44,15925.56,20.58,1.0,1.0,0.002997875213623047,1.9986045360565186,0.07890653610229492,0.06350898742675781,0.0010008811950683594,19,1.0
111,211920.0,20.0,65.38,227845.16,873.84,15925.16,20.58,57.0,57.0,0.0040018558502197266,2.1382274627685547,0.08250927925109863,0.0685117244720459,0.0,20,1.0
111,220480.0,20.0,69.66,236238.76,1397.24,15758.76,20.58,1.0,1.0,0.004996538162231445,2.2437052726745605,0.08559942245483398,0.08194136619567871,0.0,21,1.0
111,272160.0,20.0,95.5,287919.16,2039.84,15759.16,20.58,8.0,8.0,0.0050313472747802734,2.1064226627349854,0.07876086235046387,0.0813446044921875,0.0,22,1.0
111,172400.0,20.0,45.62,188324.76,805.24,15924.76,20.58,1.0,1.0,0.0031576156616210938,2.3956501483917236,0.07851219177246094,0.07851052284240723,0.001001119613647461,23,1.0
111,158040.0,20.0,38.44,173965.16,925.84,15925.16,20.58,1.0,1.0,0.0040166378021240234,2.0622215270996094,0.07352066040039062,0.0700066089630127,0.0009903907775878906,24,1.0
111,222880.0,20.0,70.86,238638.76,1344.24,15758.76,20.58,10.0,10.0,0.00299835205078125,2.049006938934326,0.07255339622497559,0.0853128433227539,0.0010018348693847656,25,1.0
111,200280.0,20.0,59.56,216205.56,970.44,15925.56,20.58,22.0,22.0,0.0029687881469726562,2.2582902908325195,0.07313776016235352,0.07723140716552734,0.0010571479797363281,26,1.0
111,223960.0,20.0,71.4,239718.76,1446.24,15758.76,20.58,62.0,62.0,0.004113674163818359,2.0607852935791016,0.07199907302856445,0.0821380615234375,0.0010004043579101562,27,1.0
111,192920.0,20.0,55.88,208845.16,1006.84,15925.16,20.58,16.0,16.0,0.004664421081542969,2.182131290435791,0.07460737228393555,0.07474708557128906,0.0010004043579101562,28,1.0
111,217960.0,20.0,68.4,233719.16,2052.84,15759.16,20.58,134.0,134.0,0.0031023025512695312,2.207792043685913,0.07368206977844238,0.08073163032531738,0.0010039806365966797,29,1.0
111,200720.0,20.0,59.78,216645.16,1094.84,15925.16,20.58,36.0,36.0,0.003998994827270508,2.0235698223114014,0.07081723213195801,0.0779256820678711,0.001001119613647461,30,1.0
111,267240.0,20.0,93.04,282999.56,1979.44,15759.56,20.58,27.0,27.0,0.00491642951965332,2.149322986602783,0.08257126808166504,0.08915066719055176,0.0009970664978027344,31,1.0
111,200080.0,20.0,59.46,216004.76,923.24,15924.76,20.58,1.0,1.0,0.0039997100830078125,2.0600738525390625,0.07900023460388184,0.1125643253326416,0.0010001659393310547,32,1.0
111,195160.0,20.0,57.0,211085.56,917.44,15925.56,20.58,38.0,38.0,0.002995729446411133,2.085608959197998,0.07412362098693848,0.08815312385559082,0.001010894775390625,33,1.0
111,247560.0,20.0,83.2,263319.56,2374.44,15759.56,20.58,42.0,42.0,0.003998279571533203,2.0675606727600098,0.08453798294067383,0.10569477081298828,0.0010063648223876953,34,1.0
111,157200.0,20.0,38.02,172958.36,1881.64,15758.36,20.58,1.0,1.0,0.005998134613037109,2.261117935180664,0.08302593231201172,0.09135770797729492,0.0009996891021728516,35,1.0
111,201720.0,20.0,60.28,217645.96,945.04,15925.96,20.58,1.0,1.0,0.004004716873168945,2.2967660427093506,0.0736541748046875,0.09082627296447754,0.0010006427764892578,36,1.0
111,171800.0,20.0,45.32,187725.56,1158.44,15925.56,20.58,31.0,31.0,0.004999637603759766,5.004819393157959,0.0758204460144043,0.10754156112670898,0.0,37,1.0
111,271800.0,20.0,95.32,287558.76,1753.24,15758.76,20.58,1.0,1.0,0.006001710891723633,2.2609286308288574,0.08556890487670898,0.10358476638793945,0.0010006427764892578,38,1.0
111,354840.0,20.0,136.84,370597.96,2120.04,15757.96,20.58,150.0,150.0,0.005999565124511719,3.01322340965271,0.07974839210510254,0.1147313117980957,0.0010008811950683594,39,1.0
111,208720.0,20.0,63.78,224645.56,1176.44,15925.56,20.58,1.0,1.0,0.0050051212310791016,2.2158100605010986,0.08355140686035156,0.1318652629852295,0.0009999275207519531,40,1.0
111,206160.0,20.0,62.5,221919.16,2007.84,15759.16,20.58,41.0,41.0,0.004973411560058594,2.211890697479248,0.08257174491882324,0.10477113723754883,0.0009915828704833984,41,1.0
111,184240.0,20.0,51.54,200165.96,1292.04,15925.96,20.58,23.0,23.0,0.004999876022338867,2.2248034477233887,0.07384347915649414,0.10626459121704102,0.0010006427764892578,42,1.0
111,218680.0,20.0,68.76,234437.96,2139.04,15757.96,20.58,1.0,1.0,0.00700068473815918,2.1162476539611816,0.08955621719360352,0.12156343460083008,0.001020669937133789,43,1.0
111,224320.0,20.0,71.58,240078.36,2146.64,15758.36,20.58,1.0,1.0,0.006003141403198242,2.047055959701538,0.08707952499389648,0.13396501541137695,0.0010004043579101562,44,1.0
111,200600.0,20.0,59.72,216525.16,696.84,15925.16,20.58,1.0,1.0,0.008002042770385742,2.1811916828155518,0.09412145614624023,0.1434781551361084,0.0,45,1.0
111,236760.0,20.0,77.8,252685.16,1257.84,15925.16,20.58,64.0,64.0,0.007001161575317383,2.033668279647827,0.07381439208984375,0.11162424087524414,0.0,46,1.0
111,255600.0,20.0,87.22,271358.36,1934.64,15758.36,20.58,1.0,1.0,0.006000995635986328,2.2334699630737305,0.08261775970458984,0.12155461311340332,0.0009984970092773438,47,1.0
111,211120.0,20.0,64.98,227044.76,877.24,15924.76,20.58,194.0,194.0,0.006983280181884766,2.1350436210632324,0.08611297607421875,0.13378238677978516,0.0,48,1.0
111,340280.0,20.0,129.56,356039.16,1962.84,15759.16,20.58,46.0,46.0,0.006104469299316406,2.0961174964904785,0.07776594161987305,0.11194372177124023,0.0009839534759521484,49,1.0
111,255360.0,20.0,87.1,271288.36,2451.64,15928.36,20.58,1.0,1.0,0.06750845909118652,2.326376438140869,0.034999847412109375,19.424870491027832,0.004964113235473633,50,0.0
111,240920.0,20.0,79.88,256847.16,2200.84,15927.16,20.58,41.0,41.0,0.21137046813964844,2.3679563999176025,0.08542037010192871,16.63212299346924,0.0011072158813476562,51,0.0
