0,1,2,3,4,5,6,7,8,9,chain_break_fraction,energy,num_occurrences
1,0,0,1,1,0,0,1,1,1,0.0,-1.080210100581307,12
1,0,1,0,1,0,0,1,1,0,0.0,-1.080210100581307,13
1,1,1,0,1,1,0,1,0,1,0.0,-1.080210100581307,14
1,0,1,0,0,0,0,1,1,0,0.0,-1.080210100581307,12
1,0,0,1,1,1,0,1,0,0,0.0,-1.080210100581307,19
1,0,1,0,0,0,0,1,1,1,0.0,-1.080210100581307,12
1,1,0,1,0,0,0,1,1,1,0.0,-1.080210100581307,18
1,0,0,1,1,0,0,1,1,0,0.0,-1.080210100581307,17
1,1,1,0,1,0,0,1,1,0,0.0,-1.080210100581307,13
1,0,0,1,0,0,0,1,1,0,0.0,-1.080210100581307,14
1,1,0,1,1,0,0,1,1,0,0.0,-1.080210100581307,10
1,0,1,0,0,1,0,1,0,1,0.0,-1.080210100581307,22
1,0,0,1,0,1,0,1,0,1,0.0,-1.080210100581307,20
1,0,1,0,0,1,0,1,0,0,0.0,-1.080210100581307,20
1,1,1,0,0,1,0,1,0,1,0.0,-1.080210100581307,18
1,1,1,0,1,1,0,1,0,0,0.0,-1.080210100581307,14
1,1,0,1,0,0,0,1,1,0,0.0,-1.080210100581307,10
1,0,0,1,0,0,0,1,1,1,0.0,-1.080210100581307,16
1,0,0,1,1,1,0,1,0,1,0.0,-1.080210100581307,13
1,0,1,0,1,0,0,1,1,1,0.0,-1.080210100581307,17
1,1,0,1,1,0,0,1,1,1,0.0,-1.080210100581307,5
1,1,0,1,0,1,0,1,0,1,0.0,-1.080210100581307,11
1,1,1,0,0,0,0,1,1,0,0.0,-1.080210100581307,12
1,1,0,1,1,1,0,1,0,0,0.0,-1.080210100581307,15
1,1,1,0,1,0,0,1,1,1,0.0,-1.080210100581307,12
1,0,1,0,1,1,0,1,0,0,0.0,-1.080210100581307,19
1,0,0,1,0,1,0,1,0,0,0.0,-1.080210100581307,29
1,1,1,0,0,1,0,1,0,0,0.0,-1.080210100581307,17
1,1,0,1,1,1,0,1,0,1,0.0,-1.080210100581307,12
1,1,1,0,0,0,0,1,1,1,0.0,-1.080210100581307,17
1,1,0,1,0,1,0,1,0,0,0.0,-1.080210100581307,13
1,0,1,0,1,1,0,1,0,1,0.0,-1.080210100581307,18
0,0,0,1,1,0,1,0,1,0,0.0,-1.08,4
0,0,0,1,0,1,1,0,0,1,0.0,-1.08,6
0,1,1,0,0,0,1,0,1,0,0.0,-1.08,12
0,0,0,1,0,0,1,0,1,0,0.0,-1.08,16
0,0,0,1,1,0,1,0,1,1,0.0,-1.08,12
0,0,0,1,1,1,1,0,0,0,0.0,-1.08,12
0,1,1,0,1,1,1,0,0,0,0.0,-1.08,9
0,1,0,1,1,0,1,0,1,1,0.0,-1.08,10
0,1,1,0,0,1,1,0,0,0,0.0,-1.08,13
0,1,0,1,1,0,1,0,1,0,0.0,-1.08,14
0,0,1,0,0,1,1,0,0,1,0.0,-1.08,21
0,0,1,0,1,0,1,0,1,1,0.0,-1.08,17
0,0,1,0,1,1,1,0,0,1,0.0,-1.08,30
0,1,0,1,1,1,1,0,0,1,0.0,-1.08,16
0,1,0,1,0,1,1,0,0,0,0.0,-1.08,15
0,1,1,0,0,0,1,0,1,1,0.0,-1.08,14
0,0,1,0,1,1,1,0,0,0,0.0,-1.08,13
0,1,0,1,0,1,1,0,0,1,0.0,-1.08,11
0,1,0,1,0,0,1,0,1,1,0.0,-1.08,6
0,1,1,0,1,1,1,0,0,1,0.0,-1.08,10
0,1,1,0,0,1,1,0,0,1,0.0,-1.08,25
0,0,0,1,1,1,1,0,0,1,0.0,-1.08,21
0,0,1,0,0,0,1,0,1,0,0.0,-1.08,16
0,0,1,0,0,1,1,0,0,0,0.0,-1.08,27
0,1,1,0,1,0,1,0,1,1,0.0,-1.08,13
0,1,0,1,0,0,1,0,1,0,0.0,-1.08,7
0,0,1,0,0,0,1,0,1,1,0.0,-1.08,22
0,1,0,1,1,1,1,0,0,0,0.0,-1.08,8
0,0,0,1,0,1,1,0,0,0,0.0,-1.08,14
0,0,0,1,0,0,1,0,1,1,0.0,-1.08,12
0,1,1,0,1,0,1,0,1,0,0.0,-1.08,11
0,0,1,0,1,0,1,0,1,0,0.0,-1.08,15
1,1,0,0,0,0,0,1,1,0,0.0,-0.940210100581307,1
1,1,0,0,0,1,0,1,0,0,0.0,-0.940210100581307,1
1,0,0,0,1,0,0,1,1,0,0.0,-0.940210100581307,1
1,1,0,0,1,1,0,1,0,1,0.0,-0.940210100581307,2
0,1,0,0,1,0,1,0,1,0,0.0,-0.9400000000000001,2
0,0,0,0,0,0,1,0,1,0,0.0,-0.9400000000000001,1
0,0,0,0,1,1,1,0,0,1,0.0,-0.9400000000000001,1
0,0,0,0,0,0,1,0,1,1,0.0,-0.9400000000000001,2
1,1,1,1,0,0,0,1,1,1,0.0,-0.9319812667497417,1
1,1,1,1,0,0,0,1,1,0,0.0,-0.9319812667497417,1
1,0,1,1,1,0,0,1,1,0,0.0,-0.9319812667497417,1
1,0,1,1,0,0,0,1,1,1,0.0,-0.9319812667497417,2
1,0,1,1,1,1,0,1,0,0,0.0,-0.9319812667497417,1
1,0,1,1,0,1,0,1,0,0,0.0,-0.9319812667497417,1
1,0,1,1,0,1,0,1,0,1,0.0,-0.9319812667497417,1
0,1,1,1,0,1,1,0,0,1,0.0,-0.9317711661684346,1
0,1,1,1,1,1,1,0,0,1,0.0,-0.9317711661684346,1
0,0,1,1,0,1,1,0,0,0,0.0,-0.9317711661684346,1
0,1,1,1,0,0,1,0,1,1,0.0,-0.9317711661684346,2
0,0,1,1,1,0,1,0,1,1,0.0,-0.9317711661684346,1
0,0,1,1,1,1,1,0,0,1,0.0,-0.9317711661684346,2
1,1,1,0,0,1,0,1,1,0,0.0,-0.9128387324526125,1
1,1,0,1,0,1,0,1,1,0,0.0,-0.9128387324526125,1
1,0,1,0,1,1,0,1,1,0,0.0,-0.9128387324526125,1
1,1,0,1,0,1,0,1,1,1,0.0,-0.9128387324526125,1
1,0,1,0,1,1,0,1,1,1,0.0,-0.9128387324526125,2
1,1,1,0,1,1,0,1,1,1,0.0,-0.9128387324526125,2
1,0,0,1,1,1,0,1,1,0,0.0,-0.9128387324526125,1
1,0,1,0,0,1,0,1,1,0,0.0,-0.9128387324526125,1
1,0,0,1,0,1,0,1,1,0,0.0,-0.9128387324526125,1
0,0,0,1,0,1,1,0,1,1,0.0,-0.9126286318713056,1
0,0,0,1,1,1,1,0,1,1,0.0,-0.9126286318713056,1
0,1,0,1,1,1,1,0,1,1,0.0,-0.9126286318713056,1
0,0,1,0,0,1,1,0,1,1,0.0,-0.9126286318713056,1
1,0,0,1,0,0,0,1,0,1,0.0,-0.910210100581307,1
1,1,1,0,1,0,0,1,0,0,0.0,-0.910210100581307,1
1,1,1,0,0,0,0,1,0,1,0.0,-0.910210100581307,1
0,0,0,1,1,0,1,0,0,0,0.0,-0.91,1
0,1,1,0,0,0,1,0,0,0,0.0,-0.91,1
0,1,0,1,0,0,1,0,0,0,0.0,-0.91,1
0,1,1,0,1,0,1,0,0,1,0.0,-0.91,1
0,1,1,0,1,0,1,0,0,0,0.0,-0.91,1
0,0,0,1,1,0,1,0,0,1,0.0,-0.91,1
0,0,0,1,1,0,0,1,1,1,0.0,-0.8500000000000001,1
0,0,0,1,0,0,0,1,1,1,0.0,-0.8500000000000001,2
1,1,1,0,1,1,1,0,0,0,0.0,-0.8471338176556783,1
1,0,1,0,1,0,1,0,1,0,0.0,-0.8471338176556783,1
1,0,0,1,0,1,1,0,0,1,0.0,-0.8471338176556783,1
