0,1,2,3,4,5,6,7,8,9,chain_break_fraction,energy,num_occurrences
0,1,1,0,0,1,0,1,0,0,0.0,-1.07,15
1,0,1,0,0,0,1,1,0,1,0.0,-1.07,15
0,1,1,0,0,1,0,0,1,0,0.0,-1.07,32
0,1,1,0,0,1,0,0,1,1,0.0,-1.07,28
0,1,1,0,0,0,1,0,1,1,0.0,-1.07,30
0,1,1,0,0,1,0,1,0,1,0.0,-1.07,33
1,0,1,0,0,0,1,0,1,1,0.0,-1.07,22
0,1,1,0,0,0,1,1,0,1,0.0,-1.07,42
0,1,1,0,0,0,1,1,0,0,0.0,-1.07,24
1,0,1,0,0,1,0,1,0,0,0.0,-1.07,18
1,0,1,0,0,1,0,1,0,1,0.0,-1.07,18
0,1,1,0,0,0,1,0,1,0,0.0,-1.07,28
1,0,1,0,0,0,1,0,1,0,0.0,-1.07,14
1,0,1,0,0,1,0,0,1,0,0.0,-1.07,19
1,0,1,0,0,1,0,0,1,1,0.0,-1.07,30
1,0,1,0,0,0,1,1,0,0,0.0,-1.07,19
1,0,0,1,1,0,1,0,1,0,0.0,-1.0684649857951607,16
1,0,0,1,1,0,1,1,0,1,0.0,-1.0684649857951607,24
1,0,0,1,1,0,1,0,1,1,0.0,-1.0684649857951607,33
0,1,0,1,1,1,0,1,0,0,0.0,-1.0684649857951607,23
0,1,0,1,1,0,1,1,0,1,0.0,-1.0684649857951607,27
0,1,0,1,1,0,1,1,0,0,0.0,-1.0684649857951607,26
0,1,0,1,1,0,1,0,1,1,0.0,-1.0684649857951607,45
1,0,0,1,1,1,0,1,0,1,0.0,-1.0684649857951607,27
0,1,0,1,1,1,0,0,1,0,0.0,-1.0684649857951607,36
0,1,0,1,1,1,0,1,0,1,0.0,-1.0684649857951607,34
1,0,0,1,1,1,0,1,0,0,0.0,-1.0684649857951607,20
1,0,0,1,1,1,0,0,1,0,0.0,-1.0684649857951607,19
1,0,0,1,1,1,0,0,1,1,0.0,-1.0684649857951607,22
0,1,0,1,1,1,0,0,1,1,0.0,-1.0684649857951607,33
0,1,0,1,1,0,1,0,1,0,0.0,-1.0684649857951607,33
1,0,0,1,1,0,1,1,0,0,0.0,-1.0684649857951607,23
1,0,0,0,1,0,1,1,0,1,0.0,-1.03,4
1,0,0,0,1,1,0,1,0,1,0.0,-1.03,3
0,1,0,0,1,1,0,1,0,1,0.0,-1.03,6
1,0,0,0,1,0,1,1,0,0,0.0,-1.03,6
1,0,0,0,1,0,1,0,1,0,0.0,-1.03,6
0,1,0,0,1,0,1,0,1,0,0.0,-1.03,4
0,1,0,0,1,0,1,0,1,1,0.0,-1.03,8
0,1,0,0,1,1,0,0,1,1,0.0,-1.03,12
0,1,0,0,1,1,0,0,1,0,0.0,-1.03,6
0,1,0,0,1,0,1,1,0,0,0.0,-1.03,5
0,1,0,0,1,1,0,1,0,0,0.0,-1.03,14
1,0,0,0,1,1,0,1,0,0,0.0,-1.03,6
0,1,0,0,1,0,1,1,0,1,0.0,-1.03,7
1,0,0,0,1,1,0,0,1,1,0.0,-1.03,13
1,0,0,0,1,1,0,0,1,0,0.0,-1.03,4
1,0,0,0,1,0,1,0,1,1,0.0,-1.03,4
0,1,1,1,0,0,1,1,0,1,0.0,-1.0257581476005373,1
0,1,1,1,0,0,1,0,1,1,0.0,-1.0257581476005373,6
0,1,1,1,0,0,1,0,1,0,0.0,-1.0257581476005373,4
1,0,1,1,0,1,0,0,1,0,0.0,-1.0257581476005373,5
0,1,1,1,0,1,0,1,0,1,0.0,-1.0257581476005373,5
1,0,1,1,0,1,0,1,0,0,0.0,-1.0257581476005373,2
1,0,1,1,0,1,0,1,0,1,0.0,-1.0257581476005373,5
1,0,1,1,0,1,0,0,1,1,0.0,-1.0257581476005373,2
0,1,1,1,0,0,1,1,0,0,0.0,-1.0257581476005373,1
1,0,1,1,0,0,1,1,0,1,0.0,-1.0257581476005373,5
1,0,1,1,0,0,1,1,0,0,0.0,-1.0257581476005373,3
0,1,1,1,0,1,0,1,0,0,0.0,-1.0257581476005373,5
0,1,1,1,0,1,0,0,1,1,0.0,-1.0257581476005373,9
1,0,1,1,0,0,1,0,1,0,0.0,-1.0257581476005373,3
0,1,1,1,0,1,0,0,1,0,0.0,-1.0257581476005373,3
1,0,1,0,1,1,0,1,0,1,0.0,-0.9350087547572612,1
0,1,1,0,1,0,1,1,0,1,0.0,-0.9350087547572612,1
0,1,0,1,0,1,0,0,1,0,0.0,-0.9299999999999999,1
1,1,0,1,1,0,1,1,0,0,0.0,-0.819632168409212,1
0,1,1,0,0,1,1,1,0,1,0.0,-0.7921145861481385,1
